french|lingala
Cette nuit j’ai eu beaucoup de soucis, par la musique de viva que je chante|Butu ya lelo e koteli nga souci oh na miziki ya viva na koyemba oh
Je t’ai vu avec lui serré, serré                                                                                                    J’ai voulu demander mais mon cœur à refuser, par honte car y’avais beaucoup de gens                                                                                                     J’ai  refusé qu’ils sachent que la rivale a gagné|Na moni yon a ye sele sele oh                                        Na lingaki na tuna motema ebo soni bato ba zalaki ebelo oh                                        Na boyaki ba yeba mbanda a gagne oh
Une nuit de tristesse aujourd’hui je n’ai pas dormis                                                                                                     Un peu de fierté dans la chanson est devenu zéro|Butu ya mawa lelo na lali te oh o                                        Mwa lo lendo ya nzembo eye zero
Cette nuit j’ai eu beaucoup de soucis, par la musique de viva que je danse                                                                                                     Je t’ai vu avec lui serré, serré                                                                                                    J’ai voulu demander mais mon cœur à refuser, par honte car y’avais beaucoup de gens                                                                                                     J’ai  refusé qu’ils sachent que la rivale a gagné|Butu ya lelo e koteli nga souci oh na miziki ya viva na bina oh                                        Na moni yon a ye sele sele oh                                        Na lingaki na tuna motema ebo soni bato ba zalaki ebelo oh                                        Na boyaki ba yeba mbanda a gagne oh
Une nuit de tristesse aujourd’hui je n’ai pas dormis                                                                                                     Un peu de fierté de ma veste est devenu zéro|Butu ya mawa lelo na lali te oh                                        Mwa lo lendo ya kazaka eye zero oh       
Viens afin que je puisse t'aimer avant que la mort ne vienne me chercher DJINO|Yaka yaka nalanga yo bongo sima liwa eya kozua ngai yo DJINO
Je n'ai jamais aimé ainsi  Je ne me suis jamais donné ainsi  DJINO, tu veux ma mort  Si jamais tu ne changes pas Ta façon d'être avec moi  Ton comportement envers moi DJINO Tandis-que les autres sont bras dessus, bras dessous, moi la main ne quitte jamais les joues  Comme si je n’avais personne au monde  Tout cela Parce que BOKANA tu ne donnes pas de tes nouvelles  Comme tu as construit un enfer entre toi et moi et pourtant Ton image dans mon cœur, est comme un soleil éternel à l'horizon  Sache que même dans ma tombe, je t'aimerai toujours  DJINO BOKANA la grande sœur à IZA  Là où tu me vois je suis fatigué DJINO, j'ai déjà porté pour toi la croix d'amour  Pourquoi m'as-tu encore choisi comme punition ton silence , alors que j'avais de l'espoir|Nanu nga nalanga boyé te oh  Nanu na mipesa bongo te  DJINO yak'osombela nga liwa eh  Soki oko changé te dit eh  Ndengé nayo ya kozala na nga  Ezaleli nayo epayi na nga DJINO  Bazingani bras dessus, bras dessous baninga oyo ya ngai leboko elongwaka na litama te oh Lekola nazanga moto na mokili  Kaka po BOKANA y'oko tinda ata sango te  Lokola otongi efelo nakati ya ngai na yo et pourtant  Elongi nayo na motema na ngai lokola mwesé ya seko na horizon  Yeba ng'ata nakati ya lilita nakozala na nga kaka kolingaka yo eh  DJINO BOKANA yaya na IZA eh  Nalembi nzoto awa nazali DJINO nasi nakumbela yo kuruzu ya bolingo  Po nini opesi ngai lisusu etumbu ya silence na yo ya ngai na kokisi mabanzo
Viens afin que je puisse t'aimer avant que la mort ne vienne me chercher DJINO|Yaka yaka nalanga yo bongo sima liwa eya kozua ngai yo DJINO
Fais comme moi DJINO Laisse ton cœur s'exprimer Le cœur ne se trompe jamais sur la chose qu'il désire  Le mien te désire DJINO, le mien te désire DJINO, le mien  te désire DJINO|Sala lokola nga moniga DJINO Tika motema nayo eloba  Motema ebungaka t'eloko yango elingi Oyo ya nga elingi DJINO, oyo ya nga elingi yo DJINO, ya nga elingi yo DJINO
La lune et le soleil DJINO Le vent, les nuages et les étoiles dans le ciel Je ne les ai pas demandés mais Dieu me les a donnés  Et l'amour que je te demande, pourquoi tu me le refuses alors qu'on l'a trouvé sur terre|Sanza na mowi DJINO Mopepe, mapata, minzoto na likolo  Na senga te kasi NZAMBE apesa nga yango Bongo bolingo na sengi yo, opima ngai tina nini, eloko tokuta na nsé
Si beaucoup d'herbes poussent  Sur le chemin que j'emprunte pour te rencontrer  Je demanderai à Dieu de me changer en bête sauvage  Même si tu ne me reconnais pas quand je serais arrivé  Je vais te reconnaître parce que tu es mon maître DJINO, DJINO|Matiti soki eboti ebele ebele  Na nzela nayaka mpo tokutana nayo  Nakosenga NZAMBE akomisa nga niama ya zamba  Ata y'obosani ngai tango nako ya Nga nako yeba se yo po yo kolo nga  DJINO,  DJINO
Le fils du Roi ne fait jamais de la prison  La famine non plus ne s'invite pas dans la maison du Roi  Maintenant que je t'ai enfermé dans mon cœur  Dis à ton père que ceci n'est pas un péché  C'est tout simplement parce que je t'aime DJINO Parce que j'aime la grande sœur d'IZA|Mwana ya mokonzi akota boloko te  Nzala mpe ekotaka jamais na ndako ya mokonzi  Awa nga nakangi yo nakati ya motema ngai Yebisa papa yango eza lisumu te  Wana ezali kaka po nga nalingi  yo DJINO Mpo nga nalingi yaya na IZA
Les paroles d'amour DJINO Si elles n’étaient pas quelques choses de gratuit  Pauvre comme je suis, je n'aurais pas pu te les offrir Comme ce n'est pas le cas, laisse moi profiter De te dire que mon cœur t'aime DJINO Mon cœur aime maman LOLO|Maloba oyo ya bolingo DJINO Soki ezalaki eloko ya ofele te  Ngai mobola nde nazangaki kosombela yo  Lokola ezali boyé te tika na profiter  Nayebisela yo te motema elingi yo DJINO  Motema elingi mama LOLO
La lune et le soleil DJINO Le vent, les nuages et les étoiles dans le ciel Je ne les ai pas demandés mais Dieu me les a donnés  Et l'amour que je te demande, pourquoi tu me le refuses alors qu'on l'a trouvé sur terre|Sanza na mowi DJINO Mopepe, mapata, minzoto na likolo  Na senga te kasi NZAMBE apesa nga yango Bongo bolingo na sengi yo, opima ngai tina nini, eloko tokuta na nsé
Le fils du Roi ne fait jamais de la prison  La famine non plus ne s'invite pas dans la maison du Roi  Maintenant que je t'ai enfermé dans mon cœur  Dis à ton père que cela n'est pas un péché  C'est tout simplement parce que je t'aime, c'est de l'amour|Mwana ya mokonzi akota boloko te  Nzala mpe ekotaka jamais na ndako ya mokonzi  Awa nga nakangi yo nakati ya motema ngai Yebisa papa yango ezali lisumu te  Wana ezali kaka po nga nalingi  yo eza l'amour
Fais comme moi, le cœur mon amie  Laisse ton cœur s'exprimer Le cœur ne se trompe jamais sur la chose qu'il désire  Le mien te désire DJINO, le mien te désire|Sala lokola nga moninga motema mon amie  Tika motema nayo eloba ah  Motema ebungaka te eloko yango elingi  Oyo ya nga elingi DJINO, oyo ya nga elingi yo
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeh TCHATCHO sera toujours TCHATCHO|Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeh  TCHATCHO ezala kaka TCHATCHO
Je porte un fardeau parce que je suis marié  Les autres se marient dans la tranquillité|Nga na mema nde ngambo po nabala  Baninga mpe bakendeke mabala malembe
Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeh Je vais mourir|Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeh  Yeeh nga nako wa eh
Je porte un fardeau parce que je suis marié  Les autres se marient BONGANIA Le mien toute la ville en parle  STEPHANIE de mon cœur  Ma douce fleur de ravin Fleur de parfum écoute bien  Soleil levant, sourire d'enfant STEPHANIE|Nga ne mema nde ngambo po nabala  Baninga mpe bakendeke mabala BONGANIA  Ya ngai mboka mobimba etomboka na maloba STEPHANIE ya motema Ma douce fleur de ravin Fleur de parfum écoute bien  Soleil levant, sourire d'enfant STEPHANIE
Je mourrai  Où est ELEYI ? Je porte un fardeau parce que je suis marié Les autres se marient également les gens  Le mien c'est toute la ville qui s’enflamme|Yeeh nga nako wa eh  Yeeh wapi ELEYI ? Nga ne mema nde ngambo po nabala  Baninga mpe bakendeke mabala bapangi  Ya ngai mboka mobimba etomboka na maloba
 																								 Voici ma chanson                                                                                                   Une chanson triste   																								 Que je te chante pour que tu sache combien je suis blaisé Emilie|Oyo ya nga nzemboo                                                      Nzemboo ya mawaa  													na yembeli yo o yeba e ndegué ne zoki Emilie eh
Le cœur d’une personne Emilie                                                                                                   Le témoin de sa souffrance                                                                                                    Le miens aujourd’hui porte la tristesse a cause de toi| Ah motema ya moto Emilie hey                                                       Témoin ya pasi na yé                                                      Oyo nga lelo mo lati mawa pona yo
Demande ne serai-ce les nouvelles de ma santé                                                                                                    On te dira comment j’ai maigri Emilie|Tuna ata nsangoo oh ya santé na nga                                                       Ba yebisa yo motsindo na nkodi Emilie hey
Voici ma chanson                                                                                                   Une chanson triste   																								 que je te chante pour que tu sache combien je suis blaisé Emilie|Oyo ya nga nzemboo                                                       Nzemboo ya mawaa  													na yembeli yo o yeba e ndegué ne zoki Emilie eh
Le cœur d’une personne Emilie                                                                                                   Le témoin de sa souffrance                                                                                                    Le miens aujourd’hui porte la tristesse a cause de toi|Motema ya moto                                                       Temoin ya passi na yé                                                      Oyo ya nga lelo mo lati mawa pona yoo o
Demande ne serai-ce les nouvelles de ma santé                                                                                                    On te dira comment j’ai maigri Emilie|Tuna ata nsangoo oh ya santé na nga                                                       Ba yebisa yo motsindo na nkodi emilie hey
Ton amour est plus fort que moi Emilie                                                                                                   Même la tempête ou que les vagues ne pourront jamais                                                                                                    L’arracher de mon cœur Emilie|Bolingo na yo est plus fort que moi Emilie                                                       Ata tempête to mbogué e ko longa té                                                       Ko pikola ya ngo na motema na nga Emilie heee
J’ai soldé mon cœur que pour toi                                                                                                    Je t’aime comme un enfant aime sa maman                                                                                                    Fais un signe pour que je voie le paradis Emilie|Na soldé motema na ngai se po na yo                                                       Na lingui yo lokola mwana a lingaka mama na yé                                                      Sala mwa signe na mona paradis Emilie he
T’as conquise tout mon cœur                                                                                                    Ne pas t’avoir est vraiment une punition|O longa motema na ngai nioso tout                                                       Ko zanga yooo oh e zali punition vraiment
Viens me voir ne serai-ce qu’une fois par mois                                                                                                   Pour que j’ai l’espoir dans la vie|Yaka ko tala nga ata mbala moko na sanza mokoo                                                       na zala na espoir na vie 
Demande ne serai-ce les nouvelles de ma santé                                                                                                    On te dira comment j’ai maigri Emilie|Tuna ata nsangoo oh ya santé na nga                                                       Ba yebisa yo motsindo na nkodi Emilie hey
Mon cœur est mouillé de larmes                                                                                                   Mais personne ne vois ces larmes Emilie                                                                                                   La souffrance du cœur l’œil ne le voit jamais|Motema mwa nga ekomi mouillé na larmes                                                       Kasi moto té a ko mona pinzoli ya ngo emilie                                                       Pasi ya motema miso e ko mona téeh heyyy
Je commence à manquer de maitrise a cause de toi                                                                                                    Tu as dérégler ma façon de pensée ô ma chère                                                                                                    Ma survie est entre tes mains|Na komi ko sila maitrise se pona yo                                                       O dereglé façon na nga ya ko kanisa o ma chère                                                      Lobiko na nga eza na maboko ma yo
Milie Emilie 4x|Milie emilie 4x   
REDDY Je suis triste maman  Je suis triste YVES MAKAMU  Je pars maintenant, parce qu’ici il y a trop de souffrance Qui pourra m’héberger Je me suis habituée à la médisance  Je pars à cause de la souffrance causée par la mort de cet amour|REDDY Ngaï yo ngaï yo mawa mama ah ah  Ngaï yo ngaï yo mawa YVES MAKAMU  Tika lelo oyo na kenda mpo mpassi eleki awa  Nani ako yambela nga  Ngaï mot’oyo na mesani na matongi  Nakeyi mpo mpassi bwalé bolingo esuki boyé
DINDO  Non, non, non, Je t’interdis de m’envoyer des paroles d’amour  Je refuse, je refuse, je dis non  Je t’avais donné mon cœur  Tu m’as prise pour une soumise  Aujourd’hui je retourne ma veste, MAKAMU tu te mets à pleurer  YVES je men vais|DINDO  Naboyi naboyi naboyi ih  Naboyi otindelaka nga maloba ya bolingo oh  Naboyi naboyi naboyi na nga  Napesaki yo motema na ngaï nionso  Yo monaki ngaï lekola Yuma na yo  Lelo na baloli kazaka MAKAMU otikali kolela se kolela  YVES na key mikeno na mikeno ooh
REDDY Je suis triste maman  Je suis triste YVES MAKAMU  Je pars maintenant, parce qu’ici il y’a trop de souffrance Nous sommes là tu m’as envahi  Je me suis habituée à la médisance  Je pars, à cause de la souffrance causée par la mort de cet amour|REDDY Ngaï yo ngaï yo mawa mama ah ah  Ngaï yo ngaï yo mawa YVES MAKAMU  Tika lelo oyo na kenda mpo mpassi eleki awa  Toye y’okotela nga  Ngaï mot’oyo na mesani na matongi  Nakeyi mpo mpassi bwalé bolingo esuki boyé
DINDO  Sache YVES, que je dis non  Je refuse que tu m’envoie des fausses nouvelles par les gens, qu’après mon départ, tu pense à moi  Je t’avais donné mon cœur  Tu m’as prise pour une soumise  Tu sortais pour ne rentrer que le lendemain, vêtus d’autres vêtements, trouvés là où tu as passé la nuit, je commence à regretter cet amour de jeunesse|DINDO  O yebaka YVES naboyi ih  Naboyi otindelaka nga basango ya lokuta epayi ya bato  sima nga te y’oko banzaka nga  Napesaka yo motema na ngaï nionso  Yo monaki ngaï lekola Yuma na yo  Obima kozonga se lobi na bilamba mosusu à change epayi ye awuti na bandi  kolela bolingo ya bomwana KITENGUE eh
REDDY Je t’avais donné mon cœur MAKAMU Tu m’as prise pour une femme incapable de séduire un autre homme que toi Maintenant que j’ai retourné ma veste, je suis partie Tu m’envoies des lettres de doléances tout le temps|REDDY Napesaka yo motema MAKAMU mobimba ah  Omonaki nga lekola etula ah  Lel’oyo na baloli kazaka nakeyi na nga  Otondisi mikanda ya mawa tongo nionso
REFRAIN Maman écoute mon problème  Je pense que je dois arrêter, avant que cela ne cause ma mort  Que je lui donne sa liberté, pour qu’il joue jusqu’à qu’il grandisse et comprenne l’amour  Aujourd’hui je vois la réalité de ma vie|REFRAIN  Yoka eh , yoka mama likambo na nga ah  Namoni kaka natika noki ekoma pasi ya liwa  Natikela ye, liberté mpo asakana, kino akokola mpo ayeba bolingo oh  Natali réalité ya la vie na nga lelo
DINDO  Chéri MAKAMU, sache que je t’ai aimé plus que tout  A partir de maintenant, oublie que tu es dans mon cœur|DINDO  Chéri MAKAMU yebaka que na lingaka yo koluta oh  Wuta mokolo ya lelo bosana ozali wanga wa motema
REFRAIN Maman écoute mon problème  Je pense que je dois arrêter, avant que cela ne cause ma mort Que je lui donne sa liberté, pour qu’il joue jusqu’à qu’il grandisse et comprenne l’amour  Aujourd’hui je vois la réalité de ma vie|REFRAIN  Yoka eh , yoka mama likambo na nga ah  Namoni kaka natika noki ekoma pasi ya liwa  Natikela ye, liberté mpo asakana, kino akokola mpo ayeba bolingo oh  Natali réalité ya la vie na nga lelo
REDDY Je l’ai raconté au monde entier, ils m’ont donné raison, MAKAMU je te laisse ta liberté|REDDY Natamboli, Natamboli, Natamboli, Natamboli, nayebisi mokili mobimba, ba pesi ngaï raison MAKAMU natikeli yo liberté eh
REFRAIN Maman écoute mon problème  Je pense que je dois arrêter, avant que cela ne cause ma mort Que je lui donne sa liberté, pour qu’il joue jusqu’à qu’il grandisse et comprenne l’amour  Aujourd’hui je vois la réalité de ma vie  C’est quoi ?, c’est quoi ?|REFRAIN  Yoka eh , yoka mama likambo na nga ah  Namoni kaka natika noki ekoma pasi ya liwa  Natikela ye, liberté mpo asakana, kino akokola mpo ayeba bolingo oh  Natali réalité ya la vie na nga lelo  Nini yango eh , nini yango eh ah
ROGA-ROGA  Amour éternel de t’attendre je désespère   Mais jamais je n’avouerai tu es le mal car personne ne peut se passer de toi|ROGA-ROGA Amour éternel de t’attendre je désespère  Mais jamais je n’avouerai tu es le mal car personne ne peut se passer de toi
OXYGENE   L’esclavage d'amour est une souffrance dans le monde   L'esclave de l'amour est une souffrance ici-bas|OXYGENE   Esclavage d’amour pasi na mokili Esclave ya bolingo mognololo awa o nsé ye nga he nga
PAPY BASTING 		 Si tu aimes trop la femme, tu deviendras un mouton dans le royaume des animaux   La finalité est que soit bête ici-bas|PAPY BASTING Soki olingi mwasi mingi oko koma taba na royaume ya ba niama  Suka se okoma zoba na nsé ya mokili yeh
SOLO  Moi qui n'avais  jamais souhaité être comme cela, je n'avais pas souhaité être isolé   Tout ça à cause de toi l’amour|SOLO NgaÏ moto na kanaki te vraiment na ko koma boyé, na kanaki te vraiment na kokoma isolé  Tout ça à cause de toi l’amour
ROGA-ROGA  L'amour, tu as mal agi|ROGA-ROGA Amour y’ossali mabé eh
CHORALE  Tu as mis l'esprit de l'enfant d’autrui dans la monotonie   Il ne pense et ne rêve que de ta silhouette  Est-ce qu'on agit ainsi dans la vie de quelqu'un, si non tout le monde serait esprit|CHORALE Yo tie esprit ya mwana moto nakati ya monotonie  A komi okanisa ko loto elili na yo  Est ce que ba salaka boyé vraiment na vie ya moto be tout le monde est esprit
SOLO  Mais l'amour t'es lourd|SOLO Mais amour y'ozali kolo
CHORALE   Tu n'as pas eu pitié de la personne, tu as changé de destination  Les conseils des parents, de la famille sont tous devenus mauvai  L'histoire que tu as choisie pour moi est plus que celle de Lucifer, CUPIDON au secours  Ça sera un vrai constat  si tu te penches sur mon sort   Je ne te demande pas beaucoup, fais moi la promesse de ROMEO   Parce que son amour avec JULIETTE est très romantique … L'amour|CHORALE Y’oyoki moto mawa te o changer destination  Conseil ya ba parents,  ba ndeko ekoma nioso ya mabé L’histoire oponeli nga eleki ya Lucifer , CUPIDON au secours Eko zala vrai constat tala sort na ngaï  Na sengi na nga yo mingi té pesa  nga promesse  ya ROMEO   Po l’amour na ye na JULIETTE très  romantique l’amour
SOLO  L'amour t'es vraiment jaloux|SOLO Yeh l’amour vraiment yo zali jaloux
CHORALE  Je refuse que tu me places dans le même rang que les rameaux   Pendant les fêtes et les veillées ils sont présents   Mais après les avoir utilisés on les jettes à la poubelle  Mon désistement serait si tu choisissais    De faire de moi un portable NOKIA ou ERICSON   Un temps tu appuies sur YES un autre sur NO   Pour quoi l’amour est si injuste dans ce monde très merveilleux …l’amour   Hé amour|CHORALE Na boyi yo tia nga na molongo ya mandalala  Oyo na  fêti to na matanga na zali present  Après avoir utilisé ba bouaki yango na fulou eh yeh  Désistassions na ngaÏ eza soki oponeli ngaï  Okomisa nga portable NOKIA to ERICSON  Tango moko ofigni YES tango moko NO  Pour  quoi l’amour est si injuste dans ce monde très merveilleux …l’amour  He amour hey
SOLO  L'amour je pleures|SOLO Le le le l’amour  hey eh na lela
CHOEUR  Hé amour|CHOEUR He amour hey
SOLO  L'amour donne aux gens de mauvaises idées   Il commence à me pousser à aller en AFGHANISTAN trouver BEN LADEN   Qu'il envoie tous ses copains du réseau Al-Qaïda   Qu'ils ramènent des MIGS, des AVIONS des BOMBADIERS   Et que leur ultimatum soit que tu acceptes mon amour|SOLO  Amour etindaka bato ba idées ya mabé  Ekomi etinda nga na kende AFGHANISTAN na mona BEN LADEN   Atinda ba masta nayé nioso ya réseau Al-Qaïda  Bayaka na ba MIGS, ba AVIONS, ba BAMBARDOS  Ultimatum na bango ezala que y’ondzima bolingo na nga ah
CHOEUR  Hé amour|CHOEUR He amour hey
PAPY BASTING  Les yeux, les yeux, cette chose l'amour n’a pas de docteur   La maladie d'amour n'a pas de remède  Mais on dit toujours aux gens qu'on les aime  Toi qui es habitué de dire à la femme que tu l'adores   PAPY BASTING est saoul mais il n'a pas bu|PAPY BASTING  Miso, miso, eloko bolingo ezanga na ngo dokotolo  Maladie ya bolingo ezanga na ngo kutu kisi  Kasi to lobaka kaka na bato je t’aime  Yo moto pusa ko loba na mwasi je t’adore  PAPY BASTING alangoué kassi a meli te he he he he NIARA yarga
CHOEUR  Hé amour|CHOEUR  He amour hey
DOUDOU COPA  L'amour n'a pas eu pitié de moi  Et pourtant je suis ton représentant sur la terre   La boussole de mon cœur s'est déréglée   Voila pourquoi elle m'a conduit à ITATOLO (Les cimetières)  L'amour pourquoi m'as-tu abandonné ainsi   LILIE LOUMANDE moi ici je suis mortifié|DOUDOU COPA He amour eyokeli ngai mawa té  Et pourtant na représentant na yo sur la terre  Boussole ya motema ekoma na ngo na sens inverse  Ya ngo ekoumbi nga COPA na nzela ITATOLO  Amour tina osundoli nga kaka boyé  LILIE LOUMANDE ngaÏ awa na wie
CHOEUR  Hé amour|CHOEUR He amour hey
SOLO  L'amour tu es mauvais, pourquoi m'as-tu poignardé au dos aïe  Tu es lourd l'amour   Je refuse de mourir jeune, c'est vrai que l'amour et l'argent coopèrent avec la mort|SOLO L’amour he yo mabé pour quoi otié nga mbeli na mokongo aï  Y’ oza kolo l’amour missile he  Na boyi na koufa liwa oyo ya bolengué solo bolingo na mbongo ekoperaka na liwa he
CHOEUR  Hé amour|CHOEUR He amour hey
SOLO  Tu t’es fait passer pour une brebis, tu m'as sorti la BIBLE  Alors que tu étais une panthère   Maintenant tu me refuses de l'amour|SOLO Yo lata poso ya meme yo bimeseli nga BIBLE Nzoka ozalaki nayo nkoyi  Lelo opimela nga bolingo
CHOEUR  Hé amour|CHOEUR He amour hey
SOLO  La nuit me paraît comme le jour   Je commence à manquer de l'affection   Je deviens comme un chien|SOLO Butu ekomi ko kotela ngaÏ neti mowi  Na komi ozanga affection Na komi vraiment neti kikimbwa eh
CHOEUR  Hé amour|CHOEUR He amour hey
HERMAN  Quel péché ai-je commis, c'est vrai que je porte un fardeau   Tu aimerais que je paie une dette que je n'ai pas contractée   Qu'on ne te ment pas, l'amour n'est pas synonyme de veillée|HERMAN  Hum lisumu nini nasala solo na mema nde ngambo  Y'olingi na futa niongo nga nadefa te  Bakosa yo te bolingo eza ndeko te ya matanga
CHOEUR  Hé amour|CHOEUR He amour hey
OXYGENE   Tu ne veux pas de moi, tu me chasses, ou irais-je ?  J'accepte d'être esclave de ta famille  Aime cinq cent femmes si tu veux mais ne me quitte pas|OXYGENE  Y'oko boya ngaÏ, y'oko bengana ngaÏ nako kenda wapi eh  Nga nanzimi eh nakota bowumbu eh na libota nayo  Linga basi kama koboya ngaÏ te oh
CHOEUR  Hé amour  Hé amour|CHOEUR He amour hey He amour hey
La prière  Du groupe EXTRA  Tant qu’une personne n’est pas morte, Il ne faut pas se moquer d’elle  Dieu le père écoute la prière  La prière, la prière|Losambo Y’a EXTRA Moto soki nanou akoufi té, koseka yé té  Tata Nzambé yoka losambo eh  Losambo, losambo
2x  Chœur: Dieu le père écoute les prières de tes enfants  Dieu le père écoute les prières de tes enfants  On se lève le matin, pour gagner notre vie  On se lève le matin, pour travailler  Donne tes bénédictions, pour que nous y arrivions|2x  Choeur: Tata Nzambé yoka losambo ya bana ah Tata Nzambé yoka losambo ya bana ah  To lamukaka na tongo po to luka la vie  To lamukaka na tongo po to meka nzoto oh  Pesa nguya papa, po to koka yango hein
Solo: Oh mon Dieu, tu m’as crée après toutes les choses  d’ici bas  Tu as donné a l’Homme plus d’intelligence, que toutes les choses que tu as crée, pourquoi pas moi  Oh mon Dieu, mon Dieu|Solo: Ah Nzambé tata, y’okeli ngaï sima ya biloko biso ya se Y’opesi moto mayelé koleka biloko nios’okela, pona nini ngaï té eh  Ah tata tata  Nzambé eeh
Chœur: Dieu le père écoute les prières de tes enfants  Dieu le père écoute les prières de tes enfants  On se lève le matin, pour gagner notre vie  On se lève le matin, pour travailler  Donne tes bénédictions, pour que nous y arrivions|Choeur: Tata Nzambé yoka losambo ya bana ah Tata Nzambé yoka losambo ya bana ah  To lamukaka na tongo po to luka la vie  To lamukaka na tongo po to meka nzoto oh  Pesa nguya papa, po to koka yango hein
Solo : Le monde est rempli de souffrance, le monde est rempli de méchanceté  Mon Dieu, Allah aide moi  Les autres réussissent dans la réalité mon Dieu  Pour moi, ce n’est que dans les rêves Mon Dieu aide moi, Dieu le père  Moi ton enfant, je souffre|Solo: Mokili etondi pasi, mokili etondi mabé yeh yeh  Nzambé eeh , Allah salisa ngaï eh  Baninga bazwaka se na réalité eh Nzambé Oyo ya ngaï, se na ndoto oh oh Yahwé salisa nga ah, Nzambé tata  Nako mona pasi, ah ngaï mwana aah
Chœur: Dieu le père écoute les prières de tes enfants  Dieu le père écoute les prières de tes enfants  On se lève le matin, pour gagner notre vie  On se lève le matin, pour travailler Donne tes bénédictions, pour que nous y arrivions|Choeur: Tata Nzambé yoka losambo ya bana ah Tata Nzambé yoka losambo ya bana ah  To lamukaka na tongo po to luka la vie  To lamukaka na tongo po to meka nzoto oh  Pesa nguya papa, po to koka yango hein
Solo : Je me prosterne, laisse-moi demander à Dieu  C’est lui qui a crée le ciel et la terre, le père créateur Laisse-moi te prier, Dieu le père  Tu es notre sauveur, papa  Aide nous papa dans ce monde ici bas|Solo: Nako fukama, tika na senga na Yahwé Yé moto asala likolo na sé, tata ah mosalisi Tika na senga epayi nayo tata ah Nzambé  Yo ndé mosungi na biso tata ah  Salisa biso papa ah, na mokili oyo ya sé
Chœur: Dieu le père écoute les prières de tes enfants  Dieu le père écoute les prières de tes enfants  On se lève le matin, pour gagner notre vie  On se lève le matin, pour travailler  Donne tes bénédictions, pour que nous y arrivions|Choeur: Tata Nzambé yoka losambo ya bana ah Tata Nzambé yoka losambo ya bana ah  To lamukaka na tongo po to luka la vie  To lamukaka na tongo po to meka nzoto oh  Pesa nguya papa, po to koka yango hein
Solo : Qui nous donne le souffle de la vie, c’est lui  Le jour où il le reprendra, écoutez les pleurs  Glorifiez le, Dieu le père, le sauveur, le berger|Solo: Nani moto a pesa pema, se yé eh  Mokolo a ko botola yango, oyo nde bilelo  To kumisa yé eh, tata Nzambé mosungi berger eh
Solo : Je t’implore Dieu le sauveur  Sauve nous,  les enfants du CONGO  Ce pays est gangrené par les guerres  Ne nous laisse pas avec la souffrance comme|Solo: Ooh nako senga nayo Nzambé mosalisi papa eh  Bikisa biso bana ya le CONGO oh yeh  Bitumba bitondi na mboka oyo Yahwé Ko tika biso té na pasi oyo oh 
Chœur: Tu avais laissé CAIN   Tu avais laissé les enfants de NOÉ Tu avais laissé Sodome et Gomorrhe Regarde nos souffrances|Chœur: Otikaka Caïna Otikaka bana ya Noé Otikaka Sodome na Gomorrhe Tala pasi na biso oh
BRAZZAVILLE est rempli de souffrance|BRAZZAVILLE etondi pasi yéh
Chœur: Tu avais laissé CAIN   Tu avais laissé les enfants de NOÉ Tu avais laissé Sodome et Gomorrhe Regarde nos souffrances|Chœur : Otikaka Caïna Otikaka bana ya Noé Otikaka Sodome na Gomorrhe Tala pasi na biso oh
SEBENE (KILA BONGO) : Animation dansante  Lorsqu’on a commencé avec la musique, vous n’étiez pas la Quand on a crée le groupe EXTRA-MUSICA, vous étiez bien content  Hier on était à Ngoma AFRICA, aujourd’hui c’est la palme d’or  Vous avez commencé à nous en vouloir, qu’est ce qu’on a fait, vous êtes jaloux pour rien|SEBENE (KILA BONGO)
Grace à KILA, vous allez avoir la célébrité  Grace à ROGA-ROGA, vous allez avoir la célébrité  Grace à QUENTIN, vous allez avoir la célébrité  Grace à ESPÉ BASS, vous allez avoir la célébrité|Tango to bandaki musiki bino bozalaki té eh  To Sali EXTRA-MUSICA bino bo sepeli mingi Lobi Ngoma Africa ah eh, lelo Palme d’or  Bokomi ko kana biso, to Sali nini zwa ya pamba oh
Chez qui j’irais me plaindre  [chœur : regarde ta bêtise] Chez qui j’irais me plaindre  [chœur : regarde ta bêtise] T’as quitté ton mariage, pour la débauche [chœur : regarde ta bêtise] Tu quitte l’Afrique, ton navire prend l’eau [chœur : regarde ta bêtise] Chez qui j’irais me plaindre  [chœur : regarde ta bêtise] Chez qui j’irais me plaindre  [chœur : regarde ta bêtise] On t’a demandé du pain, tu es parti acheter un mouton [chœur : regarde ta bêtise]|Pona KILA eh, boko kendé sango Pona ROGA-ROGA eh, boko kendé sango  Pona QUENTIN eh, boko kendé sango  Pona ESPÉ BASS eh, boko kendé sango
ROGA-ROGA que l’on discute Libérateur|Na leeh na lela na nani eh [chœur : tala bozoba na yomoko] Na leeh na lela na nani eh [chœur : tala bozoba na yomoko] Okimi libala oké bodumba [chœur : tala bozoba na yomoko] Okimi Africa okoti mayi  [chœur : tala bozoba na yomoko] Na leeh na lela na nani eh [chœur : tala bozoba na yomoko] Na leeh na lela na nani eh [chœur : tala bozoba na yomoko] Batindi yo mapa, oke kosomba ntaba [chœur : tala bozoba na yomoko]
